0,018488266666666666.
0,14887343333333333.
1,4316150999999997.
0,14396750000000003.
1,381493633333333.
13,367668600000002.
1,3753268666666665.
13,1890429.
130,71888463333332.
0,0080143.
0,07973709999999999.
0,7101586666666666.
0,0749099.
0,7178043666666665.
7,2230737666666665.
0,7316857666666668.
7,211121399999999.
72,43681443333334.
0,007797533333333333.
0,0791266.
0,7267877333333335.
0,0578042.
0,4247009000000001.
4,0833536666666665.
0,4282969333333334.
4,123822533333334.
42,9960553.
0,009334066666666665.
0,08132466666666667.
0,3869084333333334.
0,05139963333333333.
0,38972803333333333.
3,7291546666666666.
0,3869230333333334.
3,8046994666666665.
39,26473803333333.
